;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;year;month
'host_response_time','host_response_rate','host_is_superhost','host_listings_count','latitude','longitude','property_type','room_type','accommodates','bathrooms','bedrooms','beds','bed_type','amenities','price','security_deposit','cleaning_fee','guests_included','extra_people','minimum_nights','maximum_nights','number_of_reviews','review_scores_rating','review_scores_accuracy','review_scores_cleanliness','review_scores_checkin','review_scores_communication','review_scores_location','review_scores_value','instant_bookable','is_business_travel_ready','cancellation_policy','year','month';'host_response_time';'host_response_rate';'host_is_superhost';'host_listings_count';'latitude';'longitude';'property_type';'room_type';'accommodates';'bathrooms';'bedrooms';'beds';'bed_type';'amenities';'price';'security_deposit';'cleaning_fee';'guests_included';'extra_people';'minimum_nights';'maximum_nights';'number_of_reviews';'review_scores_rating';'review_scores_accuracy';'review_scores_cleanliness';'review_scores_checkin';'review_scores_communication';'review_scores_location';'review_scores_value';'instant_bookable';'is_business_travel_ready';'cancellation_policy';'year';'month'
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;within a few hours;100%;f;3.0;-22.985.487.643.358.000;-4.319.294.505.091.860;Apartment;Entire home/apt;2;1.0;1.0;1.0;Futon;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""High chair"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you"",""Handheld shower head""}";$239.00;$0.00;$0.00;2;$80.00;2;730;0;;;;;;;;t;f;strict;2018;4
;within an hour;100%;f;7.0;-229.826.973.909.695;-4.321.908.031.793.640;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",Waterfront,Beachfront}";$301.00;$330.00;$130.00;2;$20.00;2;90;41;89.0;9.0;9.0;9.0;9.0;10.0;8.0;t;f;strict;2018;4
;;;f;1.0;-22.973.522.022.744.800;-43.382.417.058.065.600;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$512.00;$0.00;$0.00;1;$171.00;1;90;0;;;;;;;;f;f;flexible;2018;4
;within a day;100%;f;1.0;-2.288.756.433.675.860;-435.941.334.568.168;Townhouse;Entire home/apt;5;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Dog(s),Cat(s),""Free street parking"",""Family/kid friendly"",""Suitable for events"",""First aid kit"",""Safety card"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water""}";$171.00;$0.00;$0.00;4;$45.00;1;60;3;73.0;9.0;7.0;9.0;9.0;8.0;9.0;t;f;flexible;2018;4
;within an hour;100%;f;4.0;-2.298.386.039.967.810;-4.321.383.479.718.010;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Host greets you""}";$301.00;;;1;$0.00;2;90;2;70.0;7.0;6.0;10.0;9.0;8.0;7.0;f;f;strict;2018;4
;;;f;1.0;-2.294.103.019.897.890;-4.317.617.189.796.830;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$376.00;;;1;$0.00;2;365;38;91.0;8.0;8.0;9.0;10.0;10.0;9.0;f;f;strict;2018;4
;within an hour;100%;f;7.0;-2.297.700.229.152.730;-43.190.410.197.540.000;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Step-free access"",""Step-free access"",""Step-free access""}";$161.00;$350.00;$130.00;3;$30.00;2;89;40;92.0;9.0;9.0;9.0;9.0;10.0;9.0;t;f;strict;2018;4
;within an hour;100%;f;7.0;-2.297.550.267.771.820;-4.318.864.613.001.930;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Other}";$181.00;$350.00;$120.00;2;$20.00;2;89;24;91.0;9.0;10.0;10.0;9.0;10.0;9.0;t;f;strict;2018;4
;within an hour;100%;f;3.0;-2.298.667.861.455.310;-4.322.171.052.846.170;Apartment;Entire home/apt;4;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$485.00;$1,000.00;$300.00;3;$100.00;3;1125;27;97.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
;within an hour;100%;f;7.0;-22.975.492.395.229.900;-4.318.836.222.258.920;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Long term stays allowed"",""Step-free access"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",Waterfront,Beachfront}";$250.00;$330.00;$130.00;3;$30.00;2;90;23;94.0;9.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
;;;f;1.0;-22.942.861.911.945.900;-4.319.356.424.986.630;House;Private room;1;;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,Pool,Kitchen,""Washer / Dryer"",Breakfast,Washer,Dryer}";$308.00;;;1;$171.00;1;30;0;;;;;;;;f;f;flexible;2018;4
;within an hour;100%;t;2.0;-22.982.700.395.511.600;-432.003.992.517.707;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",""Paid parking off premises"",""Smoking allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Step-free access"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Accessible-height bed"",""Step-free access"",""Bathtub with bath chair"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Host greets you""}";$154.00;$342.00;$68.00;1;$17.00;3;21;155;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;2018;4
;within a day;50%;f;2.0;-2.295.722.818.780.700;-4.320.437.819.030.290;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Step-free access"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway""}";$158.00;$500.00;$150.00;1;$0.00;2;20;4;100.0;9.0;10.0;10.0;10.0;9.0;10.0;f;f;strict;2018;4
;within a day;80%;f;8.0;-22.998.563.761.159.800;-4.327.041.738.123.010;Guest suite;Private room;2;7.0;1.0;2.0;Real Bed;"{Kitchen,""Free parking on premises""}";$82.00;;;1;$0.00;1;730;0;;;;;;;;f;f;flexible;2018;4
;within a day;80%;f;8.0;-229.989.343.498.376;-4.327.047.384.881.160;Dorm;Shared room;12;0.5;1.0;12.0;Real Bed;{TV,Internet,Wifi,Kitchen};$68.00;$0.00;$0.00;1;$68.00;1;730;1;91.0;6.0;8.0;10.0;10.0;10.0;10.0;f;f;flexible;2018;4
;a few days or more;0%;f;4.0;-22.983.510.987.596.400;-43.190.499.142.959.700;Apartment;Entire home/apt;5;3.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Self check-in"",""Front desk/doorperson""}";$397.00;;$380.00;4;$0.00;6;60;0;;;;;;;;f;f;strict;2018;4
;within an hour;100%;f;4.0;-2.301.159.086.594.510;-4.336.925.457.556.040;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Free street parking"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",Crib,""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you"",Waterfront,Beachfront}";$379.00;$627.00;$253.00;4;$42.00;3;500;14;99.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2018;4
;within a day;100%;f;5.0;-22.945.054.390.760.300;-4.318.137.333.983.510;Apartment;Private room;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,Washer}";$110.00;$500.00;$150.00;1;$0.00;4;730;0;;;;;;;;f;f;strict;2018;4
;within an hour;100%;f;8.0;-2.294.244.516.818.130;-4.318.762.773.875.580;House;Private room;3;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Washer,Dryer,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$99.00;$800.00;;1;$60.00;7;365;15;98.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within a day;100%;f;1.0;-23.030.912.124.178.600;-4.347.327.164.127.420;Bed and breakfast;Private room;4;2.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Free parking on premises"",Doorman,""Pets live on this property"",Dog(s),Washer,Dryer}";$99.00;$0.00;$80.00;1;$40.00;1;730;3;93.0;8.0;9.0;9.0;9.0;10.0;9.0;f;f;moderate;2018;4
;within a few hours;100%;f;2.0;-22.988.622.444.547.300;-43.317.334.766.009.600;House;Entire home/apt;6;3.0;4.0;5.0;Real Bed;"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",Essentials,Hangers,Iron,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}";$499.00;$4,000.00;$200.00;6;$150.00;2;30;0;;;;;;;;t;f;moderate;2018;4
;within a few hours;100%;t;7.0;-22.915.262.728.189.900;-4.318.148.054.665.380;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Cleaning before checkout"",Other}";$109.00;$750.00;$90.00;2;$35.00;2;28;42;91.0;9.0;9.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
;within an hour;100%;t;1.0;-2.298.856.948.559.510;-43.227.161.309.628.800;Apartment;Entire home/apt;4;1.0;0.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";$167.00;$0.00;$211.00;2;$63.00;2;1000;56;96.0;9.0;9.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
;within an hour;100%;f;9.0;-2.300.283.181.867.810;-4.332.842.381.255.750;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials}";$181.00;;$119.00;2;$30.00;2;1125;52;88.0;9.0;8.0;10.0;10.0;9.0;9.0;f;f;strict;2018;4
;within a day;100%;f;5.0;-22.950.119.809.605.800;-4.318.281.932.889.890;Apartment;Entire home/apt;2;;1.0;1.0;Real Bed;"{TV,""Air conditioning"",Kitchen,Elevator}";$410.00;$2,391.00;$581.00;2;$0.00;4;120;0;;;;;;;;f;f;flexible;2018;4
;;;f;1.0;-22.904.867.732.361.900;-4.320.923.666.801.630;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,Elevator,Washer,""First aid kit""}";$240.00;;;1;$0.00;1;730;0;;;;;;;;f;f;moderate;2018;4
;a few days or more;33%;f;2.0;-22.970.225.867.158.800;-4.318.669.961.520.010;Apartment;Entire home/apt;10;2.0;2.0;4.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Babysitter recommendations"",""Room-darkening shades"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}";$751.00;$1,500.00;$0.00;6;$80.00;3;1125;5;80.0;7.0;8.0;8.0;9.0;10.0;7.0;f;f;strict;2018;4
;within a day;91%;f;3.0;-2.296.189.008.499.980;-43.169.725.863.465.000;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Family/kid friendly"",Dryer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$599.00;;;1;$0.00;15;20;1;;;;;;;;f;f;flexible;2018;4
;within an hour;100%;f;1.0;-23.008.898.126.526.300;-4.343.049.491.016.240;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Gym,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$359.00;$1,955.00;$211.00;1;$0.00;4;30;3;87.0;8.0;10.0;10.0;10.0;9.0;9.0;t;f;strict;2018;4
;;;f;1.0;-2.292.248.730.479.130;-4.318.858.032.505.160;Apartment;Private room;6;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",Washer}";$249.00;;;2;$100.00;2;30;0;;;;;;;;f;f;flexible;2018;4
;within an hour;89%;t;2.0;-23.011.446.777.435;-43.315.749.245.984.900;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,""Smoking allowed"",""Pets live on this property"",Dog(s),Elevator,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,Bathtub,""Window guards"",Refrigerator,""BBQ grill"",""Patio or balcony""}";$154.00;$800.00;$150.00;1;$80.00;2;90;7;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;2018;4
;within a day;100%;f;2.0;-2.298.784.203.208.500;-432.275.128.172.309;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer,Essentials,Iron,""Window guards"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";$847.00;;$150.00;1;$0.00;2;90;79;86.0;9.0;8.0;9.0;9.0;10.0;9.0;t;f;strict;2018;4
;within a few hours;100%;f;4.0;-2.291.831.324.707.880;-43.178.501.622.245.900;House;Private room;1;1.0;1.0;1.0;Real Bed;"{Wifi,Pool,Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",""First aid kit"",Essentials,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";$48.00;$0.00;$200.00;1;$0.00;60;365;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2018;4
;within an hour;80%;f;1.0;-2.298.322.043.740.510;-4.319.087.057.989.060;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}";$161.00;$342.00;$137.00;2;$0.00;3;60;95;92.0;10.0;9.0;10.0;9.0;10.0;9.0;t;f;strict;2018;4
;within an hour;100%;f;2.0;-22.920.019.447.041.200;-4.318.004.812.924.550;Apartment;Entire home/apt;5;1.5;2.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace""}";$205.00;$1,708.00;$239.00;2;$85.00;2;180;52;97.0;10.0;10.0;10.0;9.0;10.0;9.0;t;f;strict;2018;4
;within an hour;100%;t;2.0;-2.298.644.570.636.900;-431.972.418.760.119;Apartment;Entire home/apt;8;3.0;4.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""High chair"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",Waterfront,Beachfront,""Handheld shower head""}";$1,025.00;$5,123.00;$512.00;1;$171.00;2;29;104;97.0;9.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;2018;4
